headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
swollen,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,swollen,"swell の過去分詞 / 膨れた,はれあがった;(…で)膨れた《+with+名》 / 《名詞の前にのみ用いて》誇大な,大げさな",,"swell の過去分詞 / 膨れた,はれあがった;(…で)膨れた《+with+名》 / 《名詞の前にのみ用いて》誇大な,大げさな",/ˈswəʊlən/,42172,Her ankle was swollen after the fall.,彼女の足首は転倒後に腫れていた。,3005424
sword,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,sword,"刀,剣  / 《the ~》武力,兵力",,"刀,剣  / 《the ~》武力,兵力",/sɔrd/,42177,He wielded a sharp sword in battle.,彼は戦闘で鋭い刀を振るった。,3005427
sympathy,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,sympathy,"〈U〉共感,思いやり  / 〈U〉《時に複数形で》(…に対する)同情,哀れみ《+for(with)+名》  / 〈U〉《時に複数形で》(…に対する)弔慰,お見舞《+for+名》  / 〈U〉《時に複数形で》(…に対する)共鳴,賛成,好意《+with+名(wh-節)》",,"〈U〉共感,思いやり  / 〈U〉《時に複数形で》(…に対する)同情,哀れみ《+for(with)+名》  / 〈U〉《時に複数形で》(…に対する)弔慰,お見舞《+for+名》  / 〈U〉《時に複数形で》(…に対する)共鳴,賛成,好意《+with+名(wh-節)》",/sɪmpəθi/,42232,I have great sympathy for those who have lost their loved ones.,愛する人を亡くした方々に深く同情します。,3005440
symptom,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,symptom,"〈C〉(病気の) 症状, 兆候 / 《...の》きざし, 印《of ...》",,"〈C〉(病気の) 症状, 兆候 / 《...の》きざし, 印《of ...》",/'sɪmptəm/,42238,He experienced a symptom of the disease.,彼はその病気の症状を経験した。,3005441
syndrome,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Health and body care",,syndrome,"(疾患の徴候となる一群の)症徴候,症候群  / (事件・社会的状態などのパターンを示す)徴候形態",,"(疾患の徴候となる一群の)症徴候,症候群  / (事件・社会的状態などのパターンを示す)徴候形態",/sɪnˈdroʊm/,42263,She is showing symptoms of a rare syndrome.,彼女は珍しい症候群の症状を示しています。,3005445
systematic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,systematic,"系統的 / 体系的な, 組織的な, / 組織化する, 体系化する",,"系統的 / 体系的な, 組織的な, / 組織化する, 体系化する",/sɪˈstɛmətɪk/,42295,She has a systematic approach to problem-solving.,彼女は問題解決に対して系統的なアプローチを持っています。,3005456
tablet,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,tablet,〈C〉錠剤 / (菓子・石けんなどの)板状小片 / 銘板 / (はぎ取り式の)メモ帳,,〈C〉錠剤 / (菓子・石けんなどの)板状小片 / 銘板 / (はぎ取り式の)メモ帳,/'tæblət/,42341,I use my tablet to read books and watch movies.,私はタブレットを使って本を読んだり映画を見たりします。,3005474
take,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,take,"取ること, 獲得 / 売上,利益,収入",,"取ること, 獲得 / 売上,利益,収入",/teɪk/,9703221,My take on this is that any leeway should be minimal.,私の見解では、許容範囲は最小限にすべきです。,3010851
takeaway,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,takeaway,《英》お持ち帰り用の料理　=takeout / （覚えておくべき）要点，大事な点,,《英》お持ち帰り用の料理　=takeout / （覚えておくべき）要点，大事な点,/ˈteɪkəˌweɪ/,9703222,My primary takeaway from the workshop was that genuine collaboration leads to innovative solutions.,私がワークショップから得た大事な点は、本物の協力が革新的な解決策につながるということでした。,6540287
takeoff/take-off,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Travel",,takeoff,〈C〉〈U〉(飛行機・宇宙船などの)離陸 / 〈C〉(跳躍の)踏み切り点 / 〈C〉《話》おどけた物まね,,〈C〉〈U〉(飛行機・宇宙船などの)離陸 / 〈C〉(跳躍の)踏み切り点 / 〈C〉《話》おどけた物まね,/ˈteɪkɒf/,42409,The plane is preparing for takeoff.,飛行機は離陸の準備をしています。,3005493
tale,noun,"CoreInventory_1: Books and literature

CoreInventory 2: 

Threshold: Free time, entertainment",,tale,"(事実・伝説・架空の)話,物語  / 作り話,うそ  / 《複数形で》告げ口,中傷",,"(事実・伝説・架空の)話,物語  / 作り話,うそ  / 《複数形で》告げ口,中傷",/teɪl/,42415,She told him a tale about a magical kingdom.,彼女は彼に魔法の王国についての話をした。,3005491
talented,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,talented,才能のある(gifted),,才能のある(gifted),/tæləntɪd/,42420,She is a talented musician.,彼女は才能のある音楽家です。,3005495
talk,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,talk,"〈C〉『話』,談話,おしゃべり;《複数形で》(正式な)『話し合い』, 会談, 協議 / 〈C〉《…についての》(形式ばらない)『演説』,講演《on, about ...》 / 〈U〉うわさ,風説;《the~》うわさの種 / 〈U〉空論,むだ話 / 〈U〉話しぶり,口調",,"〈C〉『話』,談話,おしゃべり;《複数形で》(正式な)『話し合い』, 会談, 協議 / 〈C〉《…についての》(形式ばらない)『演説』,講演《on, about ...》 / 〈U〉うわさ,風説;《the~》うわさの種 / 〈U〉空論,むだ話 / 〈U〉話しぶり,口調",/tɔːk/,3208235,Let's have a talk about our plans for the weekend.,週末の計画について話し合いましょう。,3008709
talkative,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,talkative,おしゃべりな,,おしゃべりな,/'tɔːkətɪv/,42426,She is very talkative.,彼女はとてもおしゃべりです。,3005494
tank,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tank,"(液体・ガスなどを入れる)タンク  / 戦車,タンク",,"(液体・ガスなどを入れる)タンク  / 戦車,タンク",/tæŋk/,42479,The fuel tank of the car is almost empty.,車の燃料タンクはほとんど空です。,3005507
tape,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tape,"…‘を'テープをくくる,テープをくっつける  / =tape-record  / …‘を'巻き尺で測る  / 《しばしば受動態で》《米》…‘に'包帯をする(《英》strap)  / =tape-record",,"…‘を'テープをくくる,テープをくっつける  / =tape-record  / …‘を'巻き尺で測る  / 《しばしば受動態で》《米》…‘に'包帯をする(《英》strap)  / =tape-record",/teɪp/,9703224,All the papers were taped up and kept in the safe.,書類は全部テープでくくられて金庫におさめられた。,61720
taste,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,taste,"〈U〉〈C〉味覚 / 《...の》味, 風味《of ...》 / 《…の》好み, 趣味《in, for ...》",,"〈U〉〈C〉味覚 / 《...の》味, 風味《of ...》 / 《…の》好み, 趣味《in, for ...》",/teɪst/,42557,The cake has a delicious taste.,ケーキは美味しい味がする。,3005524
taste,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,taste,〈他〉を味わう / …の味を感じる / 〈自〉《...の》味がする《~ 形容詞》,,〈他〉を味わう / …の味を感じる / 〈自〉《...の》味がする《~ 形容詞》,/teɪst/,9703225,It tasted sweet.,それは甘い味がした。,117142
tasteless,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tasteless,"味のない,まずい;おもしろみのない / 趣味の悪い",,"味のない,まずい;おもしろみのない / 趣味の悪い",/ˈteɪstlɪs/,42560,The soup was tasteless.,スープは味のないものでした。,3005522
tasty,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tasty,"(特に塩味)おいしい,味が良い  / 《話》(特に情報が)おもしろい,興味がある",,"(特に塩味)おいしい,味が良い  / 《話》(特に情報が)おもしろい,興味がある",/ˈteɪsti/,42562,This dish is so tasty!,この料理はとてもおいしいです！,3005521
tax,noun,"CoreInventory_1: Shopping

CoreInventory 2: 

Threshold: Shopping",,tax,"〈C〉〈U〉(…に対する)税,税金《+on(upon)+名》  / 〈C〉《単数形で》(…にとっての)重荷,過酷な要求《+on(upon)+名》",,"〈C〉〈U〉(…に対する)税,税金《+on(upon)+名》  / 〈C〉《単数形で》(…にとっての)重荷,過酷な要求《+on(upon)+名》",/tæks/,42594,I need to pay my income tax by the end of the month.,月末までに所得税を支払わなければなりません。,3005534
teaching,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,teaching,"〈U〉『教えること』,教授,授業 / 〈C〉〈U〉《おもに複数形で》教え,教訓(instruction)",,"〈U〉『教えること』,教授,授業 / 〈C〉〈U〉《おもに複数形で》教え,教訓(instruction)",/tiːtʃɪŋ/,42646,Teaching is learning.,教える事は学ぶ事である。,94241
teammate,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,teammate,チーム仲間,,チーム仲間,/ˈtiːmˌmeɪt/,42658,My teammate and I worked together to win the game.,私とチームメイトは一緒に協力して試合に勝ちました。,1654916
teamwork,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,teamwork,"協同作業,チームワーク",,"協同作業,チームワーク",/tiːm.wɜːrk/,42660,Teamwork is essential for the success of any project.,チームワークはどんなプロジェクトの成功にも不可欠です。,3005539
tear,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tear,"〈他〉を裂く,を破る / を破って作る / を引き剥がす〈自〉裂ける,破れる / 大急ぎで動く",,"〈他〉を裂く,を破る / を破って作る / を引き剥がす〈自〉裂ける,破れる / 大急ぎで動く",/tɛər/,42662,We must tear down this house.,私たちはこの家を壊さないといけない。,80671
tease,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tease,"〈C〉いじめる人,からかう人 / からかい",,"〈C〉いじめる人,からかう人 / からかい",/tiz/,9703229,"The children gathered around the Christmas tree, eyes wide with anticipation, savoring the pre-gift opening teases from their parents.",子供たちは期待に目を輝かせながらクリスマスツリーの周りに集まり、プレゼントを開ける前の両親からのからかいを味わった。,3010856
technique,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Education",,technique,"〈U〉(科学・芸術などの)技巧,技術  / 〈C〉(技術・技巧を示す)手法,表現方法;腕前",,"〈U〉(科学・芸術などの)技巧,技術  / 〈C〉(技術・技巧を示す)手法,表現方法;腕前",/tɛkˈniːk/,42691,He used advanced techniques to create his masterpiece.,彼は傑作を作るために高度な技巧を使った。,3005557
technological,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,technological,科学技術の(に関する),,科学技術の(に関する),/tɛkˌnɒləˈdʒɪkəl/,42694,Technological advancements have revolutionized the way we communicate.,科学技術の進歩は、私たちのコミュニケーションの方法を革命化しました。,1641053
teen,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,teen,=teenage  / =teenager,,=teenage  / =teenager,/tin/,42707,She is a talented teen singer.,彼女は才能あるティーンエイジャーの歌手です。,3005559
telecommunications,noun,"CoreInventory_1: Media

CoreInventory 2: Technical and legal language

Threshold: Services",,telecommunications,電信・ラジオ・テレビによる遠距離通信,,電信・ラジオ・テレビによる遠距離通信,/tɛləˌkɒmjʊnɪˈkeɪʃənz/,42733,Telecommunications has revolutionized long-distance communication.,電信は遠距離通信を革命化しました。,3005569
telegram,noun,"CoreInventory_1: Media

CoreInventory 2: 

Threshold: Services",,telegram,"『電報』,電文",,"『電報』,電文",/tɛlɪˈɡræm/,42736,I received a telegram from my grandmother.,私は祖母から電報を受け取りました。,3005567
teller,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,teller,"〈C〉話し手,語り手 / 《おもに米》(銀行の)現金出納係 / (議会の)投票集計係",,"〈C〉話し手,語り手 / 《おもに米》(銀行の)現金出納係 / (議会の)投票集計係",/'tɛlər/,42772,The bank teller helped me withdraw money from my account.,銀行の窓口係が私に口座からお金を引き出すのを手伝ってくれました。,1628843
temper,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,temper,"〈U〉〈C〉立腹, かんしゃく / 〈C〉気質,気性 / 気分,きげん / 〈U〉(心の)落ち着き,平静 / (鉄・金属などの)硬度",,"〈U〉〈C〉立腹, かんしゃく / 〈C〉気質,気性 / 気分,きげん / 〈U〉(心の)落ち着き,平静 / (鉄・金属などの)硬度",/ˈtɛmpər/,42783,She has a bad temper.,彼女は気性が激しいです。,3005574
